ticker,movement_type,previous_tier,current_tier,previous_score,current_score,score_delta,previous_rank,current_rank,rank_delta,movement_reason,current_score_source,review_required
APP,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
ARGT,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
ARM,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,6.670000,,,99,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
ASML,BASELINE_NO_PRIOR_TIER,,TIER_4_REVIEW_ONLY,,59.050000,,,44,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
AVGO,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,26.670000,,,78,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
AXON,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
BABA,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
BAC,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
BALL,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
BE,BASELINE_NO_PRIOR_TIER,,TIER_2_STRONG_WATCHLIST,,79.050000,,,23,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
BIDU,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
BITF,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
BKNG,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
BLSH,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
BLTE,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
BN,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
BSX,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
BTDR,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,33.330000,,,71,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
BW,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
BYND,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CAI,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CAMT,BASELINE_NO_PRIOR_TIER,,TIER_2_STRONG_WATCHLIST,,82.860000,,,19,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CARR,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,14.290000,,,91,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CART,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CDNS,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CDTX,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CEG,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,39.050000,,,65,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CFLT,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CHPT,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CHRW,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CHYM,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CIEN,BASELINE_NO_PRIOR_TIER,,TIER_2_STRONG_WATCHLIST,,83.810000,,,18,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CIFR,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,46.670000,,,57,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CLF,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CLH,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CLS,BASELINE_NO_PRIOR_TIER,,TIER_4_REVIEW_ONLY,,60.950000,,,42,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CLSK,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CMG,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CNM,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
COF,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
COG,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,TRUE
COGT,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,TRUE
COHR,BASELINE_NO_PRIOR_TIER,,TIER_3_WATCHLIST,,68.570000,,,34,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
COHU,BASELINE_NO_PRIOR_TIER,,TIER_1_CORE_CANDIDATE,,85.710000,,,16,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CORZ,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,1.900000,,,104,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CPAY,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CPNG,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CRCL,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,TRUE
CRDO,BASELINE_NO_PRIOR_TIER,,TIER_2_STRONG_WATCHLIST,,80.000000,,,22,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CRH,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CRM,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,27.620000,,,77,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CRS,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CRWD,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,10.480000,,,95,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CRWV,BASELINE_NO_PRIOR_TIER,,TIER_2_STRONG_WATCHLIST,,75.240000,,,27,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CSCO,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,22.860000,,,82,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CSGP,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
CVNA,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,TRUE
D,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,20.000000,,,85,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
DAKT,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
DAL,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
DASH,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
DB,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
DBVT,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,TRUE
DDOG,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,0.950000,,,105,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
DELL,BASELINE_NO_PRIOR_TIER,,TIER_4_REVIEW_ONLY,,55.240000,,,48,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
DIS,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
DOCU,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
DUOL,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
ECL,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,45.710000,,,58,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
EEM,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
ENPH,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
ENTG,BASELINE_NO_PRIOR_TIER,,TIER_3_WATCHLIST,,70.480000,,,32,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
EQIX,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
EQT,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
ET,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
ETN,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,48.570000,,,55,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
ETR,BASELINE_NO_PRIOR_TIER,,TIER_4_REVIEW_ONLY,,52.380000,,,51,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
EWY,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
EWZ,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
FCNCA,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,TRUE
FIGR,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,TRUE
FIX,BASELINE_NO_PRIOR_TIER,,TIER_1_CORE_CANDIDATE,,86.670000,,,15,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
FLEX,BASELINE_NO_PRIOR_TIER,,TIER_2_STRONG_WATCHLIST,,81.900000,,,20,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
FLR,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,29.520000,,,75,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
FLS,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
FLUT,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
FN,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,31.430000,,,73,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
FORM,BASELINE_NO_PRIOR_TIER,,TIER_1_CORE_CANDIDATE,,100.000000,,,1,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
FWONK,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
GEHC,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
GEMI,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,TRUE
GEV,BASELINE_NO_PRIOR_TIER,,TIER_4_REVIEW_ONLY,,63.810000,,,39,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
GLW,BASELINE_NO_PRIOR_TIER,,TIER_1_CORE_CANDIDATE,,95.240000,,,6,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
GNRC,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,42.860000,,,61,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
GOOG,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
GOOGL,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,3.810000,,,102,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
GRAB,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
GS,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
GSG,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
GT,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
HIVE,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
HLT,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
HOOD,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,TRUE
HPE,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,38.100000,,,66,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
HTZ,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,TRUE
HUBB,BASELINE_NO_PRIOR_TIER,,TIER_4_REVIEW_ONLY,,54.290000,,,49,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
HUBS,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
HUM,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
HUT,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
IBIT,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
ICHR,BASELINE_NO_PRIOR_TIER,,TIER_1_CORE_CANDIDATE,,93.330000,,,8,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
IGV,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,36.190000,,,68,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
INFY,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
INSM,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,TRUE
INTC,BASELINE_NO_PRIOR_TIER,,TIER_1_CORE_CANDIDATE,,90.480000,,,11,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
IRDM,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,15.240000,,,90,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
IREN,BASELINE_NO_PRIOR_TIER,,TIER_4_REVIEW_ONLY,,58.100000,,,45,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
ISRG,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
IWM,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
IYW,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,37.140000,,,67,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
JBL,BASELINE_NO_PRIOR_TIER,,TIER_3_WATCHLIST,,66.670000,,,36,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
JBS,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,TRUE
JCI,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
JD,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
JFROG,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,TRUE
JHX,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
KEYS,BASELINE_NO_PRIOR_TIER,,TIER_2_STRONG_WATCHLIST,,84.760000,,,17,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
KKR,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
KLAC,BASELINE_NO_PRIOR_TIER,,TIER_4_REVIEW_ONLY,,53.330000,,,50,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
KLAR,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,TRUE
KLIC,BASELINE_NO_PRIOR_TIER,,TIER_3_WATCHLIST,,74.290000,,,28,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
KNX,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
KRC,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
KVYO,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
KWEB,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
LBRT,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
LCID,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
LHX,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
LIN,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
LINE,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
LITE,BASELINE_NO_PRIOR_TIER,,TIER_1_CORE_CANDIDATE,,99.050000,,,2,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
LPLA,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
LRCX,BASELINE_NO_PRIOR_TIER,,TIER_3_WATCHLIST,,69.520000,,,33,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
LSCC,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
LYB,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
LYFT,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
MA,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
MCHP,BASELINE_NO_PRIOR_TIER,,TIER_4_REVIEW_ONLY,,62.860000,,,40,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
MCK,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
MDB,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,16.190000,,,89,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
MELI,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
