shadow_date,version,shadow_rank,ticker,shadow_score,shadow_factor_count,shadow_factor_ids,official_decision_impact,shadow_only,F002
2026-05-19,V18.3A,27,TQQQ,0.4607042464977028,1,F002,NONE,YES,0.4607042464977028
2026-05-19,V18.3A,28,POWL,0.3953964200365793,1,F002,NONE,YES,0.3953964200365793
2026-05-19,V18.3A,29,COHR,0.3904357600431905,1,F002,NONE,YES,0.3904357600431905
2026-05-19,V18.3A,30,QCOM,0.3133096671578732,1,F002,NONE,YES,0.3133096671578732
2026-05-19,V18.3A,31,KLIC,0.2360291792109539,1,F002,NONE,YES,0.2360291792109539
2026-05-19,V18.3A,32,COHU,0.2184549933708894,1,F002,NONE,YES,0.2184549933708894
2026-05-19,V18.3A,33,KEYS,0.2115668161104746,1,F002,NONE,YES,0.2115668161104746
2026-05-19,V18.3A,34,VRT,0.2005137944192961,1,F002,NONE,YES,0.2005137944192961
2026-05-19,V18.3A,35,SOXX,0.1623296520543287,1,F002,NONE,YES,0.1623296520543287
2026-05-19,V18.3A,36,AMKR,0.1616134118253578,1,F002,NONE,YES,0.1616134118253578
2026-05-19,V18.3A,37,NVT,0.15259379825224,1,F002,NONE,YES,0.15259379825224
2026-05-19,V18.3A,38,TXN,0.1470576674683892,1,F002,NONE,YES,0.1470576674683892
2026-05-19,V18.3A,39,CORZ,0.111892758458585,1,F002,NONE,YES,0.111892758458585
2026-05-19,V18.3A,40,LITE,0.0079275872629481,1,F002,NONE,YES,0.0079275872629481
2026-05-19,V18.3A,41,ICHR,0.0008313868019919,1,F002,NONE,YES,0.0008313868019919
2026-05-19,V18.3A,42,SMH,-0.0181638868546584,1,F002,NONE,YES,-0.0181638868546584
2026-05-19,V18.3A,43,PWR,-0.0389372974626791,1,F002,NONE,YES,-0.0389372974626791
2026-05-19,V18.3A,44,CIFR,-0.0484806089984721,1,F002,NONE,YES,-0.0484806089984721
2026-05-19,V18.3A,45,GLW,-0.1125484020115215,1,F002,NONE,YES,-0.1125484020115215
2026-05-19,V18.3A,46,FN,-0.1125573648110227,1,F002,NONE,YES,-0.1125573648110227
2026-05-19,V18.3A,47,FIX,-0.1485050608043057,1,F002,NONE,YES,-0.1485050608043057
2026-05-19,V18.3A,48,AVGO,-0.1541042073303559,1,F002,NONE,YES,-0.1541042073303559
2026-05-19,V18.3A,49,ORCL,-0.1618760590447828,1,F002,NONE,YES,-0.1618760590447828
2026-05-19,V18.3A,50,NXPI,-0.1683165290518018,1,F002,NONE,YES,-0.1683165290518018
2026-05-19,V18.3A,51,IREN,-0.1687810797429621,1,F002,NONE,YES,-0.1687810797429621
2026-05-19,V18.3A,52,GOOGL,-0.1716828255225778,1,F002,NONE,YES,-0.1716828255225778
2026-05-19,V18.3A,53,AMZN,-0.1731279941453603,1,F002,NONE,YES,-0.1731279941453603
2026-05-19,V18.3A,54,CRDO,-0.175773141819384,1,F002,NONE,YES,-0.175773141819384
2026-05-19,V18.3A,55,JBL,-0.2033068656198729,1,F002,NONE,YES,-0.2033068656198729
2026-05-19,V18.3A,56,FORM,-0.2258125473835669,1,F002,NONE,YES,-0.2258125473835669
2026-05-19,V18.3A,57,XLK,-0.232986217454232,1,F002,NONE,YES,-0.232986217454232
2026-05-19,V18.3A,58,MPWR,-0.2395039138453575,1,F002,NONE,YES,-0.2395039138453575
2026-05-19,V18.3A,59,IYW,-0.2706892100049933,1,F002,NONE,YES,-0.2706892100049933
2026-05-19,V18.3A,60,GEV,-0.2871966897722305,1,F002,NONE,YES,-0.2871966897722305
2026-05-19,V18.3A,61,MCHP,-0.3415643469028354,1,F002,NONE,YES,-0.3415643469028354
2026-05-19,V18.3A,62,NTAP,-0.3906643032209173,1,F002,NONE,YES,-0.3906643032209173
2026-05-19,V18.3A,63,KLAC,-0.415137057647621,1,F002,NONE,YES,-0.415137057647621
2026-05-19,V18.3A,64,NVDA,-0.4230268713957469,1,F002,NONE,YES,-0.4230268713957469
2026-05-19,V18.3A,65,CLS,-0.424474458664641,1,F002,NONE,YES,-0.424474458664641
2026-05-19,V18.3A,66,CRWV,-0.4470630624657065,1,F002,NONE,YES,-0.4470630624657065
2026-05-19,V18.3A,67,QQQ,-0.4520580746831842,1,F002,NONE,YES,-0.4520580746831842
2026-05-19,V18.3A,68,IGV,-0.4835077131832617,1,F002,NONE,YES,-0.4835077131832617
2026-05-19,V18.3A,69,MKSI,-0.5060491825865864,1,F002,NONE,YES,-0.5060491825865864
2026-05-19,V18.3A,70,NET,-0.5135521155804552,1,F002,NONE,YES,-0.5135521155804552
2026-05-19,V18.3A,71,LRCX,-0.521020459514684,1,F002,NONE,YES,-0.521020459514684
2026-05-19,V18.3A,72,AAPL,-0.5476478151243709,1,F002,NONE,YES,-0.5476478151243709
2026-05-19,V18.3A,73,GNRC,-0.6110045173016877,1,F002,NONE,YES,-0.6110045173016877
2026-05-19,V18.3A,74,AMAT,-0.6176335989375364,1,F002,NONE,YES,-0.6176335989375364
2026-05-19,V18.3A,75,ZS,-0.640624892898509,1,F002,NONE,YES,-0.640624892898509
2026-05-19,V18.3A,76,MOD,-0.6455630926147055,1,F002,NONE,YES,-0.6455630926147055
2026-05-19,V18.3A,77,SPY,-0.6943627951546544,1,F002,NONE,YES,-0.6943627951546544
2026-05-19,V18.3A,78,TSM,-0.7020072264836824,1,F002,NONE,YES,-0.7020072264836824
2026-05-19,V18.3A,79,ANET,-0.7143561005164322,1,F002,NONE,YES,-0.7143561005164322
2026-05-19,V18.3A,80,MSFT,-0.716987125175548,1,F002,NONE,YES,-0.716987125175548
2026-05-19,V18.3A,81,ETR,-0.7366687442572984,1,F002,NONE,YES,-0.7366687442572984
2026-05-19,V18.3A,82,CAMT,-0.7579755183318985,1,F002,NONE,YES,-0.7579755183318985
2026-05-19,V18.3A,83,PSTG,-0.7834808948915427,1,F002,NONE,YES,-0.7834808948915427
2026-05-19,V18.3A,84,D,-0.8039096624393535,1,F002,NONE,YES,-0.8039096624393535
2026-05-19,V18.3A,85,ETN,-0.8218479637234987,1,F002,NONE,YES,-0.8218479637234987
2026-05-19,V18.3A,86,CARR,-0.8761693431603224,1,F002,NONE,YES,-0.8761693431603224
2026-05-19,V18.3A,87,ASML,-0.8908817736825156,1,F002,NONE,YES,-0.8908817736825156
2026-05-19,V18.3A,88,PLTR,-0.9044070508003949,1,F002,NONE,YES,-0.9044070508003949
2026-05-19,V18.3A,89,TSLA,-0.9147731774890032,1,F002,NONE,YES,-0.9147731774890032
2026-05-19,V18.3A,90,NOW,-0.9251502444265892,1,F002,NONE,YES,-0.9251502444265892
2026-05-19,V18.3A,91,TER,-0.9350731123632268,1,F002,NONE,YES,-0.9350731123632268
2026-05-19,V18.3A,92,CRM,-0.9813988894202692,1,F002,NONE,YES,-0.9813988894202692
2026-05-19,V18.3A,93,MDB,-1.0205905347724902,1,F002,NONE,YES,-1.0205905347724902
2026-05-19,V18.3A,94,SNOW,-1.036338002254477,1,F002,NONE,YES,-1.036338002254477
2026-05-19,V18.3A,95,SMCI,-1.0378570074765603,1,F002,NONE,YES,-1.0378570074765603
2026-05-19,V18.3A,96,ACMR,-1.0427005313793525,1,F002,NONE,YES,-1.0427005313793525
2026-05-19,V18.3A,97,ENTG,-1.051988069531167,1,F002,NONE,YES,-1.051988069531167
2026-05-19,V18.3A,98,META,-1.0898219453481983,1,F002,NONE,YES,-1.0898219453481983
2026-05-19,V18.3A,99,HUBB,-1.192317860760732,1,F002,NONE,YES,-1.192317860760732
2026-05-19,V18.3A,100,CEG,-1.2068329041433143,1,F002,NONE,YES,-1.2068329041433143
2026-05-19,V18.3A,101,FLR,-1.3891579508370415,1,F002,NONE,YES,-1.3891579508370415
2026-05-19,V18.3A,102,ECL,-1.4017620056648623,1,F002,NONE,YES,-1.4017620056648623
2026-05-19,V18.3A,103,APH,-1.441114620116357,1,F002,NONE,YES,-1.441114620116357
2026-05-19,V18.3A,104,VST,-1.465019824065206,1,F002,NONE,YES,-1.465019824065206
2026-05-19,V18.3A,105,ACM,-1.6495521325092997,1,F002,NONE,YES,-1.6495521325092997
