"ticker","run_time","semantic_layer","in_raw_universe","in_classified_universe","in_main_compute_universe","in_second_stage_candidate","raw_price_ok","price_status","latest_price_date","latest_close","special_tag","inferred_exclusion_reason","raw105_refresh_status","raw105_latest_price_date","raw105_latest_close","raw105_latest_volume","raw105_freshness_status","freshness_acceptance_status","freshness_max_latest_price_date","is_current_main_compute","is_current_second_stage","is_top_candidate_file","is_watchlist_file","candidate_tier","full_buy_decision","decision_reason_cn","tier_order"
"ANET","2026-05-19 10:53:41","SECOND_STAGE_CANDIDATE","True","True","True","True","True","OK_EXISTING_LOCAL_PRICE","2026-05-15","141.97000122070312","","","OK_YFINANCE_LATEST_AVAILABLE","2026-05-18","141.7100067138672","7200446.0","OK_LATEST_AVAILABLE","ACCEPT_LATEST_DATE","2026-05-18","True","True","True","False","A_SECOND_STAGE_TOP10","BUY_CANDIDATE_REQUIRES_MANUAL_CONFIRMATION","进入 second stage，且门控未锁；需要人工复核触发价、仓位、事件风险后才可买","1"
"APH","2026-05-19 10:53:41","SECOND_STAGE_CANDIDATE","True","True","True","True","True","OK_EXISTING_LOCAL_PRICE","2026-05-15","125.0","","","OK_YFINANCE_LATEST_AVAILABLE","2026-05-18","121.72000122070312","9874153.0","OK_LATEST_AVAILABLE","ACCEPT_LATEST_DATE","2026-05-18","True","True","True","False","A_SECOND_STAGE_TOP10","BUY_CANDIDATE_REQUIRES_MANUAL_CONFIRMATION","进入 second stage，且门控未锁；需要人工复核触发价、仓位、事件风险后才可买","1"
"ARM","2026-05-19 10:53:41","SECOND_STAGE_CANDIDATE","True","True","True","True","True","OK_EXISTING_LOCAL_PRICE","2026-05-15","209.16000366210932","","","OK_YFINANCE_LATEST_AVAILABLE","2026-05-18","215.1199951171875","8451200.0","OK_LATEST_AVAILABLE","ACCEPT_LATEST_DATE","2026-05-18","True","True","True","False","A_SECOND_STAGE_TOP10","BUY_CANDIDATE_REQUIRES_MANUAL_CONFIRMATION","进入 second stage，且门控未锁；需要人工复核触发价、仓位、事件风险后才可买","1"
"ASML","2026-05-19 10:53:41","SECOND_STAGE_CANDIDATE","True","True","True","True","True","OK_EXISTING_LOCAL_PRICE","2026-05-15","1501.81005859375","","","OK_YFINANCE_LATEST_AVAILABLE","2026-05-18","1472.3900146484375","1649655.0","OK_LATEST_AVAILABLE","ACCEPT_LATEST_DATE","2026-05-18","True","True","True","False","A_SECOND_STAGE_TOP10","BUY_CANDIDATE_REQUIRES_MANUAL_CONFIRMATION","进入 second stage，且门控未锁；需要人工复核触发价、仓位、事件风险后才可买","1"
"AVGO","2026-05-19 10:53:41","SECOND_STAGE_CANDIDATE","True","True","True","True","True","OK_EXISTING_LOCAL_PRICE","2026-05-15","425.1900024414063","","","OK_YFINANCE_LATEST_AVAILABLE","2026-05-18","420.7099914550781","15084421.0","OK_LATEST_AVAILABLE","ACCEPT_LATEST_DATE","2026-05-18","True","True","True","False","A_SECOND_STAGE_TOP10","BUY_CANDIDATE_REQUIRES_MANUAL_CONFIRMATION","进入 second stage，且门控未锁；需要人工复核触发价、仓位、事件风险后才可买","1"
"BE","2026-05-19 10:53:41","SECOND_STAGE_CANDIDATE","True","True","True","True","True","OK_EXISTING_LOCAL_PRICE","2026-05-15","275.95001220703125","","","OK_YFINANCE_LATEST_AVAILABLE","2026-05-18","258.7099914550781","10446676.0","OK_LATEST_AVAILABLE","ACCEPT_LATEST_DATE","2026-05-18","True","True","True","False","A_SECOND_STAGE_TOP10","BUY_CANDIDATE_REQUIRES_MANUAL_CONFIRMATION","进入 second stage，且门控未锁；需要人工复核触发价、仓位、事件风险后才可买","1"
"BTDR","2026-05-19 10:53:41","SECOND_STAGE_CANDIDATE","True","True","True","True","True","OK_EXISTING_LOCAL_PRICE","2026-05-15","13.350000381469728","","","OK_YFINANCE_LATEST_AVAILABLE","2026-05-18","13.149999618530272","8002641.0","OK_LATEST_AVAILABLE","ACCEPT_LATEST_DATE","2026-05-18","True","True","True","False","A_SECOND_STAGE_TOP10","BUY_CANDIDATE_REQUIRES_MANUAL_CONFIRMATION","进入 second stage，且门控未锁；需要人工复核触发价、仓位、事件风险后才可买","1"
"CAMT","2026-05-19 10:53:41","SECOND_STAGE_CANDIDATE","True","True","True","True","True","OK_EXISTING_LOCAL_PRICE","2026-05-15","168.35000610351562","","","OK_YFINANCE_LATEST_AVAILABLE","2026-05-18","155.74000549316406","1035400.0","OK_LATEST_AVAILABLE","ACCEPT_LATEST_DATE","2026-05-18","True","True","True","False","A_SECOND_STAGE_TOP10","BUY_CANDIDATE_REQUIRES_MANUAL_CONFIRMATION","进入 second stage，且门控未锁；需要人工复核触发价、仓位、事件风险后才可买","1"
"CARR","2026-05-19 10:53:41","SECOND_STAGE_CANDIDATE","True","True","True","True","True","OK_EXISTING_LOCAL_PRICE","2026-05-15","64.66999816894531","","","OK_YFINANCE_LATEST_AVAILABLE","2026-05-18","64.51000213623047","5461612.0","OK_LATEST_AVAILABLE","ACCEPT_LATEST_DATE","2026-05-18","True","True","True","False","A_SECOND_STAGE_TOP10","BUY_CANDIDATE_REQUIRES_MANUAL_CONFIRMATION","进入 second stage，且门控未锁；需要人工复核触发价、仓位、事件风险后才可买","1"
"CEG","2026-05-19 10:53:41","SECOND_STAGE_CANDIDATE","True","True","True","True","True","OK_EXISTING_LOCAL_PRICE","2026-05-15","267.20001220703125","","","OK_YFINANCE_LATEST_AVAILABLE","2026-05-18","262.0","3419927.0","OK_LATEST_AVAILABLE","ACCEPT_LATEST_DATE","2026-05-18","True","True","True","False","A_SECOND_STAGE_TOP10","BUY_CANDIDATE_REQUIRES_MANUAL_CONFIRMATION","进入 second stage，且门控未锁；需要人工复核触发价、仓位、事件风险后才可买","1"
