ticker,merge_ready,merge_blocker,schema_compatible,formula_compatibility,notes
MELI,TRUE,NONE,TRUE,FULL_COMPATIBLE_WITH_LOCAL_REIMPLEMENTATION,R11 staged output only; current technical file not overwritten.
MOH,TRUE,NONE,TRUE,FULL_COMPATIBLE_WITH_LOCAL_REIMPLEMENTATION,R11 staged output only; current technical file not overwritten.
MPLX,TRUE,NONE,TRUE,FULL_COMPATIBLE_WITH_LOCAL_REIMPLEMENTATION,R11 staged output only; current technical file not overwritten.
MTSI,TRUE,NONE,TRUE,FULL_COMPATIBLE_WITH_LOCAL_REIMPLEMENTATION,R11 staged output only; current technical file not overwritten.
MTZ,TRUE,NONE,TRUE,FULL_COMPATIBLE_WITH_LOCAL_REIMPLEMENTATION,R11 staged output only; current technical file not overwritten.
NAMS,TRUE,NONE,TRUE,FULL_COMPATIBLE_WITH_LOCAL_REIMPLEMENTATION,R11 staged output only; current technical file not overwritten.
NFLX,TRUE,NONE,TRUE,FULL_COMPATIBLE_WITH_LOCAL_REIMPLEMENTATION,R11 staged output only; current technical file not overwritten.
NI,TRUE,NONE,TRUE,FULL_COMPATIBLE_WITH_LOCAL_REIMPLEMENTATION,R11 staged output only; current technical file not overwritten.
NRG,TRUE,NONE,TRUE,FULL_COMPATIBLE_WITH_LOCAL_REIMPLEMENTATION,R11 staged output only; current technical file not overwritten.
NTRA,TRUE,NONE,TRUE,FULL_COMPATIBLE_WITH_LOCAL_REIMPLEMENTATION,R11 staged output only; current technical file not overwritten.
NU,TRUE,NONE,TRUE,FULL_COMPATIBLE_WITH_LOCAL_REIMPLEMENTATION,R11 staged output only; current technical file not overwritten.
NUVB,TRUE,NONE,TRUE,FULL_COMPATIBLE_WITH_LOCAL_REIMPLEMENTATION,R11 staged output only; current technical file not overwritten.
OC,TRUE,NONE,TRUE,FULL_COMPATIBLE_WITH_LOCAL_REIMPLEMENTATION,R11 staged output only; current technical file not overwritten.
