asof_date,ticker,calendar_ticker_event_risk_coefficient,calendar_ticker_event_risk_level,hard_lock_overlay_detected,hard_lock_overlay_advisory_coefficient,final_advisory_ticker_event_risk_coefficient,final_advisory_ticker_event_risk_level,event_action_status,event_semantics_status,nearest_calendar_event_type,nearest_calendar_event_date,days_to_nearest_calendar_event,notes
2026-05-20,BTDR,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,BW,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,BYND,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CAI,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CAMT,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CARR,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CART,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CDNS,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CDTX,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CEG,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CFLT,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CHPT,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CHRW,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CHYM,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CIEN,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CIFR,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CLF,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CLH,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CLS,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CLSK,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CMG,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CNM,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,COF,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,COG,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,COGT,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,COHR,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,COHU,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CORZ,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CPAY,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CPNG,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CRCL,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CRDO,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CRH,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CRM,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,CALENDAR_TICKER_EVENT_CONTEXT,MEGA_CAP_EARNINGS_EVENT,2026-05-27,7,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CRS,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CRWD,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CRWV,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CSCO,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CSGP,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,CVNA,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,D,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,DAKT,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
