input_path,exists,file_type,source_family,source_role,row_count,ticker_column_found,score_columns_found,status_columns_found,selected_for_ranking,exclusion_reason,note
outputs/v18/promotion_merge/V18_4I_CURRENT_BACKTEST_FORWARD_PROMOTION_REPORT.md,TRUE,md,other_audit,audit_only,66,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/promotion_merge/V18_CURRENT_BACKTEST_FORWARD_PROMOTION.md,TRUE,md,other_audit,audit_only,66,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_10D_CURRENT_OFFICIAL_DAILY_WITH_FACTOR_WEIGHT_RESEARCH.md,TRUE,md,other_audit,audit_only,90,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_12H_CURRENT_SELL_TIMING_READ_LINK.md,TRUE,md,other_audit,audit_only,41,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_13A_CURRENT_UNIFIED_DAILY_READ_CENTER.md,TRUE,md,other_audit,audit_only,54,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_13B_CURRENT_RANKED_CANDIDATE_READ_CENTER.md,TRUE,md,other_audit,audit_only,51,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_13C_CURRENT_UNIFIED_DAILY_WITH_RANKED_CANDIDATES.md,TRUE,md,other_audit,audit_only,73,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_13D_CURRENT_DAILY_COMMAND_CENTER.md,TRUE,md,other_audit,audit_only,53,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_16F_CURRENT_DAILY_WITH_ROLLING_UNIVERSE_SCAN.md,TRUE,md,other_audit,audit_only,68,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_30C_OPERATOR_CONTROL_CENTER_LATEST_FREEZE_PATCH_REPORT.md,TRUE,md,other_audit,audit_only,44,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_40B_CURRENT_WARNING_CLEANUP_STATUS_CONTRACT_REPORT.md,TRUE,md,other_audit,audit_only,38,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_4J_CURRENT_READ_CENTER.md,TRUE,md,other_audit,audit_only,92,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_6E_CURRENT_FINAL_READ_CENTER_WITH_TECHNICAL.md,TRUE,md,other_audit,audit_only,189,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_8C_CURRENT_OFFICIAL_DAILY_FAST_WITH_SIMULATION.md,TRUE,md,other_audit,audit_only,45,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_9C_CURRENT_OFFICIAL_DAILY_WITH_SIM_VALIDATION.md,TRUE,md,other_audit,audit_only,71,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_318_ALIGNED_BASELINE.md,TRUE,md,other_audit,audit_only,58,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_ACCOUNT_AWARE_MANUAL_TRADE_PLAN.md,TRUE,md,other_audit,audit_only,68,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_ALPHA_SIGNAL_OBJECTS.md,TRUE,md,other_audit,audit_only,64,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_BUYABILITY_GATE.md,TRUE,md,other_audit,audit_only,33,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_CANDIDATE_SOURCE_DEPENDENCY_REVIEW.md,TRUE,md,other_audit,audit_only,110,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_CANDIDATE_SOURCE_NORMALIZATION.md,TRUE,md,other_audit,audit_only,122,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_CANDIDATE_THEME_CLASSIFICATION.md,TRUE,md,other_audit,audit_only,101,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_CANDIDATE_TOP_FULL_CANONICAL_SYNC.md,TRUE,md,other_audit,audit_only,31,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_CHINESE_DAILY_HOMEPAGE.md,TRUE,md,other_audit,audit_only,82,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_COMMAND_STATUS_NORMALIZATION.md,TRUE,md,other_audit,audit_only,148,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_CONTEXT_CONSISTENCY.md,TRUE,md,other_audit,audit_only,24,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_COST_ADJUSTED_TRADE_PLAN.md,TRUE,md,other_audit,audit_only,94,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_DAILY_BRIEF.md,TRUE,md,other_audit,audit_only,72,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_DAILY_CLEAN_OPERATOR_STATUS.md,TRUE,md,other_audit,audit_only,55,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_DAILY_COMMAND_CENTER.md,TRUE,md,other_audit,audit_only,53,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_DAILY_OPERATOR_RUNBOOK_CN.md,TRUE,md,other_audit,audit_only,77,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_DAILY_OUTPUT_FRESHNESS.md,TRUE,md,other_audit,audit_only,59,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_DAILY_TRADE_READINESS.md,TRUE,md,other_audit,audit_only,64,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_DAILY_WITH_ROLLING_UNIVERSE_SCAN.md,TRUE,md,other_audit,audit_only,68,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_FACTOR_IMPLEMENTATION_AUDIT.md,TRUE,md,other_audit,audit_only,134,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_FINAL_READ_CENTER_WITH_TECHNICAL.md,TRUE,md,other_audit,audit_only,189,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_FIXABLE_WARNING_REDUCER.md,TRUE,md,other_audit,audit_only,43,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_FORWARD_EVIDENCE_DASHBOARD.md,TRUE,md,other_audit,audit_only,98,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_FREEZE_COVERAGE_REPAIR.md,TRUE,md,other_audit,audit_only,12,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_FULL_UNIVERSE_RECOMPUTE.md,TRUE,md,other_audit,audit_only,65,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_KDJ_MACD_SHADOW_REPORT.md,TRUE,md,other_audit,audit_only,103,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_LEAN_INSPIRED_STRATEGY_LAB.md,TRUE,md,other_audit,audit_only,128,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_MANUAL_ACCOUNT_STATE_GUIDE.md,TRUE,md,other_audit,audit_only,76,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_NEXT_SIGNAL_FREEZE_EXPANSION.md,TRUE,md,other_audit,audit_only,46,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_ONLINE_BACKFILL_CANDIDATE_BRIDGE.md,TRUE,md,other_audit,audit_only,56,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_OPERATOR_CLEAN_STATUS.md,TRUE,md,other_audit,audit_only,38,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_OPERATOR_CONTROL_CENTER.md,TRUE,md,other_audit,audit_only,113,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_PAPER_FORWARD_RETURN_FILLER.md,TRUE,md,other_audit,audit_only,106,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_PAPER_TRADING_FORWARD_ATTRIBUTION.md,TRUE,md,other_audit,audit_only,79,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_PORTFOLIO_TARGET_PREVIEW.md,TRUE,md,other_audit,audit_only,65,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_POSITION_SIZING_POLICY.md,TRUE,md,other_audit,audit_only,54,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_READ_FIRST.md,TRUE,md,other_audit,audit_only,92,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_READ_FIRST_WITH_TECHNICAL.md,TRUE,md,other_audit,audit_only,34,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_RECOMMENDATION_TIERS.md,TRUE,md,other_audit,audit_only,273,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_RESEARCH_EXPERIMENT_REGISTRY.md,TRUE,md,other_audit,audit_only,130,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_RESIDUAL_ACTION_WARNING_RESOLVER.md,TRUE,md,other_audit,audit_only,32,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_SAFE_DAILY_OPERATOR_SEQUENCE.md,TRUE,md,other_audit,audit_only,36,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_SHADOW_PORTFOLIO_CONSTRUCTION.md,TRUE,md,other_audit,audit_only,168,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_SHADOW_PORTFOLIO_FORWARD_BRIDGE.md,TRUE,md,other_audit,audit_only,47,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_SHADOW_RESEARCH_DAILY.md,TRUE,md,other_audit,audit_only,55,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_SHADOW_RISK_MODEL_PREVIEW.md,TRUE,md,other_audit,audit_only,81,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_SINGLE_TICKER_EXPLAINER_OPERATOR_GUIDE.md,TRUE,md,other_audit,audit_only,50,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_SINGLE_TICKER_RANKING_EXPLAINER.md,TRUE,md,other_audit,audit_only,124,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_STORAGE_CLEANUP.md,TRUE,md,other_audit,audit_only,127,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_STRICT_FACTOR_IMPLEMENTATION_AUDIT.md,TRUE,md,other_audit,audit_only,172,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_TOPN_EXPLAINER_OPERATOR_NOTE.md,TRUE,md,other_audit,audit_only,24,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_TOPN_RANKING_EXPLAINER_PACKET.md,TRUE,md,other_audit,audit_only,219,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_TRADING_DAY_SIGNAL_DATE_GUARD.md,TRUE,md,other_audit,audit_only,46,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_UNIFIED_DAILY_WITH_RANKED_CANDIDATES.md,TRUE,md,other_audit,audit_only,73,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_UNIVERSE_INVALID_TICKER_PRUNE.md,TRUE,md,other_audit,audit_only,56,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_UNIVERSE_TO_CANDIDATE_AUDIT.md,TRUE,md,other_audit,audit_only,69,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/read_center/V18_CURRENT_UNSUPPORTED_SIGNAL_DATE_LEDGER_REVIEW.md,TRUE,md,other_audit,audit_only,43,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/sell_timing/V18_12A_CURRENT_SELL_TIMING_SHADOW_REPORT.md,TRUE,md,other_audit,audit_only,89,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/sell_timing/V18_12B_CURRENT_SELL_TIMING_TECHNICAL_LABEL_REPORT.md,TRUE,md,other_audit,audit_only,72,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/sell_timing/V18_12C_CURRENT_POSITION_LIFECYCLE_REVIEW_REPORT.md,TRUE,md,other_audit,audit_only,61,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/sell_timing/V18_12D_CURRENT_EXIT_SIGNAL_FORWARD_VALIDATION_REPORT.md,TRUE,md,other_audit,audit_only,65,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/sell_timing/V18_12E_CURRENT_SELL_TIMING_DAILY_READ_CENTER.md,TRUE,md,other_audit,audit_only,46,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/sell_timing/V18_12F_CURRENT_SHADOW_RESEARCH_WITH_SELL_TIMING_READ_CENTER.md,TRUE,md,other_audit,audit_only,34,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING_REPORT.md,TRUE,md,other_audit,audit_only,58,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/technical_timing/V18_CURRENT_TECHNICAL_TIMING.md,TRUE,md,other_audit,audit_only,58,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/technical_timing_backtest/V18_6B_CURRENT_TECHNICAL_TIMING_BACKTEST_REPORT.md,TRUE,md,other_audit,audit_only,75,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/technical_timing_backtest/V18_6B_R1_CURRENT_TECHNICAL_TIMING_DIAGNOSTIC_REPORT.md,TRUE,md,other_audit,audit_only,100,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/technical_timing_backtest/V18_CURRENT_TECHNICAL_TIMING_BACKTEST.md,TRUE,md,other_audit,audit_only,75,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/technical_timing_backtest/V18_CURRENT_TECHNICAL_TIMING_DIAGNOSTIC.md,TRUE,md,other_audit,audit_only,100,,,,FALSE,Markdown audit output.,Markdown read-center output audited; not selected for ticker ranking.
outputs/v18/factor_audit/V18_4D_CURRENT_FACTOR_PACK_AUDIT.csv,TRUE,csv,other_audit,audit_only,8,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/factor_audit/V18_4E_CURRENT_FACTOR_OUTPUT_FORWARD_AUDIT.csv,TRUE,csv,other_audit,audit_only,6,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/factor_audit/V18_4F_CURRENT_FORWARD_FACTOR_COVERAGE.csv,TRUE,csv,other_audit,audit_only,6,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/factor_pack/V18_25A_R14_CURRENT_FACTOR_PACK_MERGE_PLAN.csv,TRUE,csv,other_audit,audit_only,4,,,status,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/factor_pack/V18_25A_R14_CURRENT_FACTOR_PACK_MERGE_RESULT.csv,TRUE,csv,other_audit,audit_only,6,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/factor_pack/V18_25A_R14_CURRENT_FACTOR_PACK_POST_MERGE_VALIDATION.csv,TRUE,csv,other_audit,audit_only,24,,,status,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/factor_pack/V18_25A_R14_CURRENT_FACTOR_PACK_SCHEMA_MERGE_AUDIT.csv,TRUE,csv,other_audit,audit_only,6,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,TRUE,csv,factor_pack_legacy_audit,audit_only,105,ticker,factor_pack_score,,FALSE,Primary current source exists for factor_pack; excluded from ranking to avoid duplication.,No ticker-level score/rank/status columns.
outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_VALUES.csv,TRUE,csv,factor_pack_legacy_audit,audit_only,105,ticker,factor_pack_score,,FALSE,Primary current source exists for factor_pack; excluded from ranking to avoid duplication.,No ticker-level score/rank/status columns.
outputs/v18/factor_pack/V18_3D_R2_CURRENT_SHADOW_TOP30_OFFICIAL_OVERLAP.csv,TRUE,csv,other_audit,audit_only,39,ticker,,,FALSE,Audit-only source.,No ticker-level score/rank/status columns.
outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,TRUE,csv,factor_pack_current_primary,primary,252,ticker,factor_pack_score,,TRUE,,Selected for read-only evidence scan.
outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_VALUES.csv,TRUE,csv,factor_pack_current_values_audit,audit_only,105,ticker,factor_pack_score,,FALSE,Primary current source exists for factor_pack; excluded from ranking to avoid duplication.,No ticker-level score/rank/status columns.
outputs/v18/factor_pack/V18_CURRENT_SHADOW_TOP30_OFFICIAL_OVERLAP.csv,TRUE,csv,other_audit,audit_only,39,ticker,,,FALSE,Audit-only source.,No ticker-level score/rank/status columns.
outputs/v18/promotion_merge/V18_4I_CURRENT_BACKTEST_FORWARD_PROMOTION_MERGE.csv,TRUE,csv,other_audit,audit_only,6,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/promotion_merge/V18_4I_CURRENT_PROMOTION_CLUSTER.csv,TRUE,csv,other_audit,audit_only,6,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/read_center/V18_12H_CURRENT_SELL_TIMING_READ_LINK_INPUT_AUDIT.csv,TRUE,csv,other_audit,audit_only,5,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/read_center/V18_13A_CURRENT_UNIFIED_DAILY_INPUT_AUDIT.csv,TRUE,csv,other_audit,audit_only,283,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/read_center/V18_13A_CURRENT_UNIFIED_DAILY_SUMMARY.csv,TRUE,csv,other_audit,audit_only,17,,,status,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/read_center/V18_13B_CURRENT_RANKED_CANDIDATE_SUMMARY.csv,TRUE,csv,other_audit,audit_only,16,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/read_center/V18_13C_CURRENT_UNIFIED_DAILY_WITH_RANKED_CANDIDATES_INPUT_AUDIT.csv,TRUE,csv,other_audit,audit_only,14,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/read_center/V18_13C_CURRENT_UNIFIED_DAILY_WITH_RANKED_CANDIDATES_SUMMARY.csv,TRUE,csv,other_audit,audit_only,18,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/read_center/V18_13D_CURRENT_DAILY_COMMAND_CENTER_INPUT_AUDIT.csv,TRUE,csv,other_audit,audit_only,11,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/read_center/V18_13D_CURRENT_DAILY_COMMAND_CENTER_SUMMARY.csv,TRUE,csv,other_audit,audit_only,20,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/sell_timing/V18_12A_CURRENT_SELL_TIMING_INPUT_AUDIT.csv,TRUE,csv,other_audit,audit_only,9,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/sell_timing/V18_12A_CURRENT_SELL_TIMING_SHADOW.csv,TRUE,csv,other_audit,audit_only,1,ticker,,,FALSE,Audit-only source.,No ticker-level score/rank/status columns.
outputs/v18/sell_timing/V18_12B_CURRENT_SELL_TIMING_TECHNICAL_LABEL.csv,TRUE,csv,other_audit,audit_only,1,ticker,,,FALSE,Audit-only source.,No ticker-level score/rank/status columns.
outputs/v18/sell_timing/V18_12B_CURRENT_TECHNICAL_LABEL_INPUT_AUDIT.csv,TRUE,csv,other_audit,audit_only,76,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/sell_timing/V18_12C_CURRENT_POSITION_LIFECYCLE_INPUT_AUDIT.csv,TRUE,csv,other_audit,audit_only,10,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/sell_timing/V18_12C_CURRENT_POSITION_LIFECYCLE_REVIEW.csv,TRUE,csv,other_audit,audit_only,1,ticker,,lifecycle_stage,FALSE,Audit-only source.,No ticker-level score/rank/status columns.
outputs/v18/sell_timing/V18_12D_CURRENT_EXIT_SIGNAL_FORWARD_VALIDATION.csv,TRUE,csv,other_audit,audit_only,1,ticker,,lifecycle_stage,FALSE,Audit-only source.,No ticker-level score/rank/status columns.
outputs/v18/sell_timing/V18_12D_CURRENT_EXIT_SIGNAL_FORWARD_VALIDATION_INPUT_AUDIT.csv,TRUE,csv,other_audit,audit_only,55,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/sell_timing/V18_12E_CURRENT_SELL_TIMING_DAILY_INPUT_AUDIT.csv,TRUE,csv,other_audit,audit_only,6,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
