file_path,line_number,original_reference,classified_role,proposed_replacement,patch_recommended,patch_applied,reason,risk_level
scripts/v18/v18_25A_R25F_safe_downstream_refresh_ranked_candidate_regeneration.py,28,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,candidate generation/promotion context; not safe to patch automatically,MEDIUM
scripts/v18/v18_25A_R25G_promote_ranked_candidates_preview_to_current.py,29,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,historical/promotion/generation script context needs manual review,MEDIUM
scripts/v18/v18_25A_R26B_forward_return_filler_readiness_audit.py,21,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_25A_R27E_post_integration_downstream_readiness_audit.py,25,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_25A_R27F_build_staged_factor_technical_rows_tln_rddt.py,24,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_25A_R27G_validate_staged_factor_technical_merge_plan.py,27,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,historical/promotion/generation script context needs manual review,MEDIUM
scripts/v18/v18_25A_R27I_post_merge_candidate_readiness_audit.py,23,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,historical/promotion/generation script context needs manual review,MEDIUM
scripts/v18/v18_25A_R27J_ranked_candidates_preview_refresh_tln_rddt.py,26,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,historical/promotion/generation script context needs manual review,MEDIUM
scripts/v18/v18_25A_R27K_promote_ranked_candidates_preview_to_current.py,28,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,historical/promotion/generation script context needs manual review,MEDIUM
scripts/v18/v18_25A_R27K_promote_ranked_candidates_preview_to_current.py,326,V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,historical/promotion/generation script context needs manual review,MEDIUM
scripts/v18/v18_25A_R27L_post_promotion_validation_signal_freeze_readiness.py,21,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,historical/promotion/generation script context needs manual review,MEDIUM
scripts/v18/v18_28A_R1_theme_map_bootstrap_coverage_upgrade.py,18,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_28A_R2_remaining_unknown_theme_patch.py,19,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_28A_sector_theme_classification_audit.py,18,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_28B_recommendation_tier_action_layer.py,17,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_28C_recommendation_tier_calibration_audit.py,17,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_28D_recommendation_tier_rule_calibration_patch.py,26,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_29A_historical_backtest_readiness_audit.py,19,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_29B_limited_signal_freeze_backtest.py,23,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_29C_daily_recommendation_tier_snapshot_ledger.py,30,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_30B_daily_command_compatibility_guard.py,23,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_30C_operator_control_center_latest_freeze_patch.py,21,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_30D_same_day_signal_freeze_replace_policy.py,97,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_30E_safe_daily_operator_sequence.py,44,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_31A_static_buyability_gate.py,21,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_31B_manual_position_sizing_policy_layer.py,23,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_31C_moomoo_cost_slippage_constraint_layer.py,27,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_31D_account_aware_manual_trade_plan.py,25,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_31E_daily_trade_plan_snapshot_ledger.py,26,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_31G_R1_unsupported_signal_date_ledger_review_cleanup.py,30,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_31G_trading_day_signal_date_guard.py,41,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_32A_manual_account_state_validator.py,25,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,UNKNOWN_SCRIPT_REFERENCE,,FALSE,FALSE,script reference could not be confidently classified,MEDIUM
scripts/v18/v18_35B_current_candidate_source_normalization.py,89,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,DO_NOT_PATCH,,FALSE,FALSE,self-reference for alias normalization tool,LOW
scripts/v18/v18_35B_current_candidate_source_normalization.py,107,V18_CURRENT_RANKED_CANDIDATES.csv,DO_NOT_PATCH,,FALSE,FALSE,self-reference for alias normalization tool,LOW
scripts/v18/v18_35B_current_candidate_source_normalization.py,134,V18_CURRENT_RANKED_CANDIDATES.csv,DO_NOT_PATCH,,FALSE,FALSE,self-reference for alias normalization tool,LOW
scripts/v18/v18_35B_current_candidate_source_normalization.py,190,V18_CURRENT_RANKED_CANDIDATES.csv,DO_NOT_PATCH,,FALSE,FALSE,self-reference for alias normalization tool,LOW
scripts/v18/v18_35B_current_candidate_source_normalization.py,194,V18_CURRENT_RANKED_CANDIDATES.csv,DO_NOT_PATCH,,FALSE,FALSE,self-reference for alias normalization tool,LOW
scripts/v18/v18_35B_current_candidate_source_normalization.py,195,V18_CURRENT_RANKED_CANDIDATES.csv,DO_NOT_PATCH,,FALSE,FALSE,self-reference for alias normalization tool,LOW
scripts/v18/v18_35B_current_candidate_source_normalization.py,263,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,DO_NOT_PATCH,,FALSE,FALSE,self-reference for alias normalization tool,LOW
scripts/v18/v18_35C_candidate_source_dependency_role_review.py,16,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,DO_NOT_PATCH,,FALSE,FALSE,self-reference for dependency review tool,LOW
scripts/v18/v18_35C_candidate_source_dependency_role_review.py,19,V18_CURRENT_RANKED_CANDIDATES.csv,DO_NOT_PATCH,,FALSE,FALSE,self-reference for dependency review tool,LOW
scripts/v18/v18_35C_candidate_source_dependency_role_review.py,226,V18_CURRENT_RANKED_CANDIDATES.csv,DO_NOT_PATCH,,FALSE,FALSE,self-reference for dependency review tool,LOW
scripts/v18/v18_35D_full_universe_factor_technical_recompute.py,26,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,DO_NOT_PATCH,,FALSE,FALSE,V18.35D intentionally references current aliases for explicit backup/apply targets,LOW
scripts/v18/v18_35F_next_signal_freeze_expansion.py,22,outputs/v18/candidates/V18_CURRENT_RANKED_CANDIDATES.csv,FULL_SET_EXPECTED,outputs/v18/candidates/V18_CURRENT_FULL_RANKED_CANDIDATES.csv,TRUE,FALSE,line context clearly expects full candidate coverage,LOW
