"SourceRel","SourceZone","Line","Family","Action","DeletePermission","ReferenceText"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","83","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","83","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","84","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","84","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","85","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","85","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","86","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","86","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","87","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","87","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","88","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","88","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","89","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","89","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","90","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","90","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","91","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","91","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","92","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","92","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","93","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","93","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","94","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","94","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","95","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","95","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","96","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","96","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","97","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","97","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","98","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","98","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","99","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","99","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","100","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","100","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","101","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","101","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","102","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","102","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","103","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","103","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","104","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","104","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","105","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","105","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","106","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D"
"state\v18\V18_4F_CURRENT_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT.csv","STATE_FILE","106","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","2","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","3","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","4","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","5","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","6","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","7","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","8","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","9","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","10","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","11","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","12","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","13","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","14","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","15","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","16","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","17","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","18","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","19","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","20","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","21","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","22","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","23","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","24","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","25","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","26","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","27","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","28","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","29","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","30","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","31","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","32","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","33","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","34","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","35","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","36","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","37","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","38","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","39","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","40","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","41","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","42","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","43","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","44","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","45","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","46","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","47","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","48","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","49","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","50","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","51","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","52","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260514_225509.csv","STATE_FILE","53","V18_GENERATED_FACTOR_FORWARD_STATE","IGNORE_STATE_DATA_REFERENCE","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
