path,relative_path,directory_group,file_size_bytes,file_size_mb,modified_time,extension,family_key,is_current_alias,is_source_code,is_state_file,is_manual_file,is_price_cache_file,is_provider_cache_file,is_stable_snapshot_file,is_temp_file,is_log_file,is_pycache_file,keep_reason,delete_candidate,delete_reason,delete_risk_level
D:\us-tech-quant\scripts\run_v17_7G_R1_manual_daily_dynamic_raw105.ps1,scripts/run_v17_7G_R1_manual_daily_dynamic_raw105.ps1,scripts,15437,0.015,2026-05-12T23:02:51,.ps1,scripts::run_v17_7g_r1_manual_daily_dynamic_raw105.ps1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\run_v17_7_raw_universe_full_screen_audit.ps1,scripts/run_v17_7_raw_universe_full_screen_audit.ps1,scripts,936,0.001,2026-05-12T22:15:58,.ps1,scripts::run_v17_7_raw_universe_full_screen_audit.ps1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\run_v17_7_raw_universe_full_screen_audit.py,scripts/run_v17_7_raw_universe_full_screen_audit.py,scripts,16896,0.016,2026-05-12T22:15:58,.py,scripts::run_v17_7_raw_universe_full_screen_audit.py,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\run_v17_8A_raw105_full_decision_daily.ps1,scripts/run_v17_8A_raw105_full_decision_daily.ps1,scripts,1324,0.001,2026-05-12T23:09:37,.ps1,scripts::run_v17_8a_raw105_full_decision_daily.ps1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\run_v17_8A_raw105_full_decision_daily.py,scripts/run_v17_8A_raw105_full_decision_daily.py,scripts,20524,0.020,2026-05-12T23:09:37,.py,scripts::run_v17_8a_raw105_full_decision_daily.py,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\run_v17_8B_raw105_full_decision_readable_panel.ps1,scripts/run_v17_8B_raw105_full_decision_readable_panel.ps1,scripts,13907,0.013,2026-05-12T23:24:54,.ps1,scripts::run_v17_8b_raw105_full_decision_readable_panel.ps1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\run_v17_8C_raw105_clean_overwrite_daily.ps1,scripts/run_v17_8C_raw105_clean_overwrite_daily.ps1,scripts,8625,0.008,2026-05-12T23:40:34,.ps1,scripts::run_v17_8c_raw105_clean_overwrite_daily.ps1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\run_v17_8D_raw105_current_only_daily.ps1,scripts/run_v17_8D_raw105_current_only_daily.ps1,scripts,7482,0.007,2026-05-13T15:41:32,.ps1,scripts::run_v17_8d_raw105_current_only_daily.ps1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\ops\cleanup_v17_generated_outputs_keep_latest.ps1,scripts/ops/cleanup_v17_generated_outputs_keep_latest.ps1,scripts,3193,0.003,2026-05-12T23:37:51,.ps1,scripts/ops::cleanup_v17_generated_outputs_keep_latest.ps1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\v18\patch_v18_10B_R2_R1_readfirst_parser_fix.py,scripts/v18/patch_v18_10B_R2_R1_readfirst_parser_fix.py,scripts,1863,0.002,2026-05-17T00:42:11,.py,scripts/v18::patch_v18_version_r1_readfirst_parser_fix.py,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\v18\run_v18_10A_factor_registry_coverage_audit.ps1,scripts/v18/run_v18_10A_factor_registry_coverage_audit.ps1,scripts,755,0.001,2026-05-16T23:55:29,.ps1,scripts/v18::run_v18_version_factor_registry_coverage_audit.ps1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\v18\run_v18_10A_R2_factor_daily_capture_patch.ps1,scripts/v18/run_v18_10A_R2_factor_daily_capture_patch.ps1,scripts,1310,0.001,2026-05-16T23:59:39,.ps1,scripts/v18::run_v18_version_factor_daily_capture_patch.ps1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\v18\run_v18_10B_factor_effectiveness_backtest.ps1,scripts/v18/run_v18_10B_factor_effectiveness_backtest.ps1,scripts,940,0.001,2026-05-17T00:03:35,.ps1,scripts/v18::run_v18_version_factor_effectiveness_backtest.ps1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\v18\run_v18_10B_R1_forward_return_maturity_monitor.ps1,scripts/v18/run_v18_10B_R1_forward_return_maturity_monitor.ps1,scripts,1041,0.001,2026-05-17T00:14:21,.ps1,scripts/v18::run_v18_version_forward_return_maturity_monitor.ps1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\v18\run_v18_10B_R2_factor_research_daily_chain.ps1,scripts/v18/run_v18_10B_R2_factor_research_daily_chain.ps1,scripts,12225,0.012,2026-05-17T00:42:11,.ps1,scripts/v18::run_v18_version_factor_research_daily_chain.ps1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\v18\run_v18_10B_R2_factor_research_daily_chain.ps1.before_backtick_escape_fix_20260517_002036.bak,scripts/v18/run_v18_10B_R2_factor_research_daily_chain.ps1.before_backtick_escape_fix_20260517_002036.bak,scripts,10954,0.010,2026-05-17T00:19:31,.bak,scripts/v18::run_v18_version_factor_research_daily_chain.ps1.before_backtick_escape_fix_timestamp.bak,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\v18\run_v18_10B_R2_factor_research_daily_chain.ps1.before_clean_rewrite_20260517_002312.bak,scripts/v18/run_v18_10B_R2_factor_research_daily_chain.ps1.before_clean_rewrite_20260517_002312.bak,scripts,10986,0.010,2026-05-17T00:20:36,.bak,scripts/v18::run_v18_version_factor_research_daily_chain.ps1.before_clean_rewrite_timestamp.bak,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\v18\run_v18_10B_R2_factor_research_daily_chain.ps1.before_here_string_fix_20260517_001931.bak,scripts/v18/run_v18_10B_R2_factor_research_daily_chain.ps1.before_here_string_fix_20260517_001931.bak,scripts,9650,0.009,2026-05-17T00:18:23,.bak,scripts/v18::run_v18_version_factor_research_daily_chain.ps1.before_here_string_fix_timestamp.bak,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\v18\run_v18_10B_R2_factor_research_daily_chain.ps1.before_step_output_filter_fix_20260517_002214.bak,scripts/v18/run_v18_10B_R2_factor_research_daily_chain.ps1.before_step_output_filter_fix_20260517_002214.bak,scripts,10986,0.010,2026-05-17T00:20:36,.bak,scripts/v18::run_v18_version_factor_research_daily_chain.ps1.before_step_output_filter_fix_timestamp.bak,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\v18\run_v18_10B_R2_factor_research_daily_chain.ps1.before_v18_10B_R2_R1_readfirst_parser_fix_20260517_004211.bak,scripts/v18/run_v18_10B_R2_factor_research_daily_chain.ps1.before_v18_10B_R2_R1_readfirst_parser_fix_20260517_004211.bak,scripts,11279,0.011,2026-05-17T00:23:12,.bak,scripts/v18::run_v18_version_factor_research_daily_chain.ps1.before_v18_version_r1_readfirst_parser_fix_timestamp.bak,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\v18\run_v18_10B_R3_stable_snapshot.ps1,scripts/v18/run_v18_10B_R3_stable_snapshot.ps1,scripts,747,0.001,2026-05-17T01:01:16,.ps1,scripts/v18::run_v18_version_stable_snapshot.ps1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\v18\run_v18_10C_R1_factor_weight_research_daily_chain.ps1,scripts/v18/run_v18_10C_R1_factor_weight_research_daily_chain.ps1,scripts,14130,0.013,2026-05-17T01:44:01,.ps1,scripts/v18::run_v18_version_factor_weight_research_daily_chain.ps1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\v18\run_v18_10C_R1_factor_weight_research_daily_chain.ps1.before_v18_10C_R1_R1_factor_capture_integration_20260517_014401.bak,scripts/v18/run_v18_10C_R1_factor_weight_research_daily_chain.ps1.before_v18_10C_R1_R1_factor_capture_integration_20260517_014401.bak,scripts,13768,0.013,2026-05-17T01:13:44,.bak,scripts/v18::run_v18_version_factor_weight_research_daily_chain.ps1.before_v18_version_r1_factor_capture_integration_timestamp.bak,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\v18\run_v18_10C_R2_stable_snapshot.ps1,scripts/v18/run_v18_10C_R2_stable_snapshot.ps1,scripts,747,0.001,2026-05-17T01:21:57,.ps1,scripts/v18::run_v18_version_stable_snapshot.ps1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
D:\us-tech-quant\scripts\v18\run_v18_10C_weight_research_engine.ps1,scripts/v18/run_v18_10C_weight_research_engine.ps1,scripts,945,0.001,2026-05-17T01:07:18,.ps1,scripts/v18::run_v18_version_weight_research_engine.ps1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_SOURCE_CODE,FALSE,,PROTECTED
